,NAME,HLS Latency min,HLS Latency max,HLS Elapsed,HLS II min,HLS II max,HLS LUT,HLS FF,HLS Clock,HLS Target,HLS Estimated,HLS Uncertainty,HLS Slack,T WNS(ns),T TNS(ns),T WHS(ns),T THS(ns),P Total On-Chip Power (W),U CLB LUTs,U CLB LUTs (%),U CLB Registers,U CLB Registers (%),U LUT as Logic,U LUT as Logic (%),U LUT as Memory,U LUT as Memory (%),E synth synth_design,E impl total,E impl open_checkpoint,E impl opt_design,E impl phys_opt_design,E impl place_design,E impl report_clock_utilization,E impl report_control_sets,E impl report_drc,E impl report_io,E impl report_methodology,E impl report_power,E impl route_design,E impl write_checkpoint,E synth create_clock,E synth total,E synth write_checkpoint,P Confidence Level,P Design Nets Matched,P Design Power Budget (W),P Device Static (W),P Dynamic (W),P Effective TJA (C/W),P Junction Temperature (C),P Max Ambient (C),P Power Budget Margin (W),P Setting File,P Simulation Activity File,T THS Failing Endpoints,T THS Total Endpoints,T TNS Failing Endpoints,T TNS Total Endpoints,T TNS(ns),T TPWS Failing Endpoints,T TPWS Total Endpoints,T TPWS(ns),T WPWS(ns),U CARRY8,U CARRY8 (%),U F7 Muxes,U F7 Muxes (%),U F8 Muxes,U F8 Muxes (%),U F9 Muxes,U F9 Muxes (%),U Register as Flip Flop,U Register as Flip Flop (%),U Register as Latch,U Register as Latch (%),HLS Target,HLS Estimated
183,I352_O016_D004_II4_M0_F1_IR1_R0,5,5,41:41:26,4,4,134568,20974,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-1.314,-548.120,0.043,0.000,4.099,53230,4.50,20882,0.88,53230,4.50,0,0.00,00:19:39,00:31:56,00:02:02,00:00:24,00:01:17,00:09:32,00:00:14,00:00:00,00:00:10,00:00:00,00:00:12,00:00:33,00:16:12,00:00:18,00:00:05,00:20:00,00:00:16,Medium,NA,Unspecified*,2.492,1.606,0.5,27.2,97.8,NA,---,---,0,36092,1052,36092,-548.120,0,20882,0.000,2.850,0,0.00,521,0.09,0,0.00,0,0.00,20882,0.88,0,0.00,6.25 ns,9.110 ns
131,I352_O016_D004_II4_M0_F1_IR1_R1,5,5,41:36:26,4,4,134568,20974,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-1.314,-548.120,0.043,0.000,4.099,53230,4.50,20882,0.88,53230,4.50,0,0.00,00:20:18,00:34:06,00:02:03,00:00:26,00:01:21,00:10:03,00:00:16,00:00:00,00:00:10,00:00:00,00:00:13,00:00:35,00:17:38,00:00:18,00:00:05,00:20:40,00:00:17,Medium,NA,Unspecified*,2.492,1.606,0.5,27.2,97.8,NA,---,---,0,36092,1052,36092,-548.120,0,20882,0.000,2.850,0,0.00,521,0.09,0,0.00,0,0.00,20882,0.88,0,0.00,6.25 ns,9.110 ns
38,I352_O016_D004_II4_M1_F1_IR0_R0,4,4,07:17:32,4,4,138502,6597,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-2.003,-823.528,0.053,0.000,4.397,48132,4.07,6508,0.28,48132,4.07,0,0.00,00:15:50,00:31:27,00:02:01,00:00:23,00:01:11,00:08:35,00:00:15,00:00:00,00:00:10,00:00:00,00:00:11,00:00:32,00:16:54,00:00:16,00:00:05,00:16:11,00:00:16,Medium,NA,Unspecified*,2.497,1.900,0.5,27.4,97.6,NA,---,---,0,10546,1063,10546,-823.528,0,6508,0.000,2.850,0,0.00,9230,1.56,3840,1.30,0,0.00,6508,0.28,0,0.00,6.25 ns,9.110 ns
37,I352_O016_D004_II4_M1_F1_IR0_R0_ER1,4,4,N/A,4,4,138502,6597,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-3.346,-1573.539,0.046,0.000,4.876,49026,4.15,12149,0.51,49026,4.15,0,0.00,00:20:08,01:09:17,00:02:08,00:00:23,00:01:47,00:09:29,00:00:15,00:00:00,00:00:11,00:00:00,00:00:11,00:00:34,00:52:55,00:00:18,00:00:06,00:20:32,00:00:18,Medium,NA,Unspecified*,2.504,2.372,0.5,27.7,97.3,NA,---,---,0,12999,1274,12999,-1573.539,0,12149,0.000,2.850,0,0.00,9257,1.57,3840,1.30,0,0.00,12149,0.51,0,0.00,6.25 ns,9.110 ns
36,I352_O016_D004_II4_M1_F1_IR0_R1,4,4,08:19:25,4,4,138502,6597,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-2.100,-927.883,0.056,0.000,4.576,50698,4.29,6510,0.28,50698,4.29,0,0.00,00:20:47,00:33:15,00:01:58,00:00:23,00:01:26,00:08:12,00:00:16,00:00:00,00:00:10,00:00:00,00:00:12,00:00:35,00:18:50,00:00:16,00:00:05,00:21:06,00:00:14,Medium,NA,Unspecified*,2.499,2.076,0.5,27.5,97.5,NA,---,---,0,10553,1092,10553,-927.883,0,6510,0.000,2.850,0,0.00,9215,1.56,3840,1.30,0,0.00,6510,0.28,0,0.00,6.25 ns,9.110 ns
35,I352_O016_D004_II4_M1_F1_IR0_R1_ER1,4,4,N/A,4,4,138502,6597,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-2.791,-1210.141,0.044,0.000,4.842,49950,4.23,12146,0.51,49950,4.23,0,0.00,00:16:59,00:47:46,00:01:59,00:00:23,00:01:27,00:08:46,00:00:16,00:00:00,00:00:11,00:00:00,00:00:12,00:00:35,00:32:44,00:00:16,00:00:06,00:17:19,00:00:14,Medium,NA,Unspecified*,2.503,2.339,0.5,27.6,97.4,NA,---,---,0,12993,1237,12993,-1210.141,0,12146,0.000,2.850,0,0.00,9247,1.56,3840,1.30,0,0.00,12146,0.51,0,0.00,6.25 ns,9.110 ns
92,I352_O016_D004_II4_M1_F1_IR1_R0,5,5,10:28:20,4,4,138504,16566,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-7.477,-3090.298,0.043,0.000,4.474,51766,4.38,16488,0.70,51766,4.38,0,0.00,00:19:05,09:24:46,00:02:00,00:00:22,00:01:28,00:10:19,00:00:15,00:00:00,00:00:11,00:00:00,00:00:11,00:00:35,09:08:01,00:00:19,00:00:05,00:19:27,00:00:17,Medium,NA,Unspecified*,2.498,1.977,0.5,27.4,97.6,NA,---,---,0,27304,1639,27304,-3090.298,0,16488,0.000,2.850,0,0.00,9238,1.56,3840,1.30,0,0.00,16488,0.70,0,0.00,6.25 ns,9.110 ns
91,I352_O016_D004_II4_M1_F1_IR1_R1,5,5,07:03:10,4,4,138504,16566,ap_clk,6.25 ns,9.110 ns,0.80 ns,-2.86,-3.685,-1664.542,0.044,0.000,4.431,51070,4.32,16480,0.70,51070,4.32,0,0.00,00:19:22,01:21:24,00:01:57,00:00:22,00:01:17,00:09:09,00:00:14,00:00:00,00:00:10,00:00:00,00:00:11,00:00:35,01:06:15,00:00:17,00:00:05,00:19:42,00:00:15,Medium,NA,Unspecified*,2.497,1.934,0.5,27.4,97.6,NA,---,---,0,27287,1312,27287,-1664.542,0,16480,0.000,2.850,0,0.00,9223,1.56,3840,1.30,0,0.00,16480,0.70,0,0.00,6.25 ns,9.110 ns
182,I352_O016_D005_II1_M0_F1_IR0_R0,5,5,23:32:16,1,1,134521,17568,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.135,0.000,0.050,0.000,6.264,54312,4.59,17511,0.74,54312,4.59,0,0.00,00:19:32,00:23:14,00:02:00,00:00:24,00:00:06,00:06:35,00:00:14,00:00:00,00:00:10,00:00:00,00:00:17,00:00:34,00:11:35,00:00:18,00:00:05,00:19:53,00:00:16,Medium,NA,Unspecified*,2.524,3.740,0.5,28.4,96.6,NA,---,---,0,11253,0,11253,0.000,0,17511,0.000,2.850,0,0.00,774,0.13,5,<0.01,0,0.00,17511,0.74,0,0.00,6.25 ns,7.101 ns
181,I352_O016_D005_II1_M0_F1_IR0_R0_ER1,5,5,N/A,1,1,134521,17568,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.397,0.000,0.038,0.000,6.372,54291,4.59,23144,0.98,54291,4.59,0,0.00,00:17:26,00:24:50,00:02:05,00:00:26,00:00:08,00:07:12,00:00:15,00:00:00,00:00:11,00:00:00,00:00:18,00:00:36,00:12:16,00:00:18,00:00:05,00:17:48,00:00:17,Medium,NA,Unspecified*,2.526,3.846,0.5,28.5,96.5,NA,---,---,0,17910,0,17910,0.000,0,23144,0.000,2.850,0,0.00,819,0.14,6,<0.01,0,0.00,23144,0.98,0,0.00,6.25 ns,7.101 ns
130,I352_O016_D005_II1_M0_F1_IR0_R1,5,5,23:33:14,1,1,134521,17568,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.135,0.000,0.050,0.000,6.264,54312,4.59,17511,0.74,54312,4.59,0,0.00,00:19:21,00:24:05,00:02:04,00:00:25,00:00:07,00:06:57,00:00:16,00:00:00,00:00:11,00:00:00,00:00:19,00:00:35,00:11:50,00:00:18,00:00:05,00:19:42,00:00:16,Medium,NA,Unspecified*,2.524,3.740,0.5,28.4,96.6,NA,---,---,0,11253,0,11253,0.000,0,17511,0.000,2.850,0,0.00,774,0.13,5,<0.01,0,0.00,17511,0.74,0,0.00,6.25 ns,7.101 ns
129,I352_O016_D005_II1_M0_F1_IR0_R1_ER1,5,5,N/A,1,1,134521,17568,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.537,0.000,0.041,0.000,6.329,54216,4.59,23144,0.98,54216,4.59,0,0.00,00:17:22,00:24:32,00:02:06,00:00:26,00:00:08,00:07:00,00:00:15,00:00:00,00:00:11,00:00:00,00:00:18,00:00:36,00:12:11,00:00:18,00:00:05,00:17:45,00:00:18,Medium,NA,Unspecified*,2.525,3.803,0.5,28.4,96.6,NA,---,---,0,17910,0,17910,0.000,0,23144,0.000,2.850,0,0.00,779,0.13,6,<0.01,0,0.00,23144,0.98,0,0.00,6.25 ns,7.101 ns
180,I352_O016_D005_II1_M0_F1_IR1_R0,6,6,25:37:30,1,1,134521,23200,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.366,0.000,0.043,0.000,6.392,53962,4.56,23143,0.98,53962,4.56,0,0.00,00:18:47,00:24:06,00:02:04,00:00:24,00:00:08,00:07:07,00:00:14,00:00:00,00:00:10,00:00:00,00:00:17,00:00:35,00:11:47,00:00:18,00:00:05,00:19:09,00:00:17,Medium,NA,Unspecified*,2.526,3.866,0.5,28.5,96.5,NA,---,---,0,23541,0,23541,0.000,0,23143,0.000,2.850,0,0.00,749,0.13,5,<0.01,0,0.00,23143,0.98,0,0.00,6.25 ns,7.101 ns
128,I352_O016_D005_II1_M0_F1_IR1_R1,6,6,25:38:12,1,1,134521,23200,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.366,0.000,0.043,0.000,6.392,53962,4.56,23143,0.98,53962,4.56,0,0.00,00:19:15,00:25:30,00:02:06,00:00:26,00:00:09,00:07:28,00:00:16,00:00:00,00:00:11,00:00:00,00:00:19,00:00:36,00:12:34,00:00:19,00:00:05,00:19:37,00:00:17,Medium,NA,Unspecified*,2.526,3.866,0.5,28.5,96.5,NA,---,---,0,23541,0,23541,0.000,0,23143,0.000,2.850,0,0.00,749,0.13,5,<0.01,0,0.00,23143,0.98,0,0.00,6.25 ns,7.101 ns
34,I352_O016_D005_II1_M1_F1_IR0_R0,5,5,07:05:27,1,1,160985,57012,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-1.546,-284.960,0.039,0.000,5.542,50760,4.29,16087,0.68,46536,3.94,4224,0.71,00:15:54,00:37:52,00:02:01,00:00:23,00:01:05,00:08:26,00:00:14,00:00:00,00:00:11,00:00:00,00:00:12,00:00:32,00:23:27,00:00:18,00:00:05,00:16:16,00:00:17,Medium,NA,Unspecified*,2.513,3.029,0.5,28.0,97.0,NA,---,---,0,14054,420,14054,-284.960,0,20311,0.000,2.552,0,0.00,9274,1.57,,,,,16087,0.68,0,0.00,6.25 ns,7.093 ns
33,I352_O016_D005_II1_M1_F1_IR0_R0_ER1,5,5,N/A,1,1,160985,57012,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-2.264,-651.555,0.039,0.000,5.655,51354,4.34,17504,0.74,47130,3.99,4224,0.71,00:17:02,02:20:03,00:02:03,00:00:24,00:01:35,00:09:25,00:00:15,00:00:00,00:00:12,00:00:01,00:00:12,00:00:34,02:03:54,00:00:20,00:00:05,00:17:25,00:00:18,Medium,NA,Unspecified*,2.515,3.140,0.5,28.1,96.9,NA,---,---,0,16495,779,16495,-651.555,0,21728,0.000,2.552,0,0.00,9278,1.57,,,,,17504,0.74,0,0.00,6.25 ns,7.093 ns
32,I352_O016_D005_II1_M1_F1_IR0_R1,5,5,12:21:00,1,1,160985,57012,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-0.500,-51.585,0.039,0.000,5.549,51041,4.32,16084,0.68,46817,3.96,4224,0.71,00:15:55,00:41:44,00:01:56,00:00:22,00:00:22,00:07:58,00:00:15,00:00:00,00:00:11,00:00:00,00:00:12,00:00:33,00:28:43,00:00:16,00:00:05,00:16:15,00:00:15,Medium,NA,Unspecified*,2.513,3.035,0.5,28.0,97.0,NA,---,---,0,14051,210,14051,-51.585,0,20308,0.000,2.552,0,0.00,9260,1.57,,,,,16084,0.68,0,0.00,6.25 ns,7.093 ns
31,I352_O016_D005_II1_M1_F1_IR0_R1_ER1,5,5,N/A,1,1,160985,57012,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-2.388,-675.544,0.039,0.000,5.673,52423,4.43,17498,0.74,48199,4.08,4224,0.71,00:20:55,07:42:51,00:02:03,00:00:24,00:01:15,00:09:21,00:00:15,00:00:00,00:00:11,00:00:00,00:00:11,00:00:33,07:27:20,00:00:17,00:00:06,00:21:17,00:00:16,Medium,NA,Unspecified*,2.515,3.158,0.5,28.1,96.9,NA,---,---,0,16489,784,16489,-675.544,0,21722,0.000,2.552,0,0.00,9114,1.54,,,,,17498,0.74,0,0.00,6.25 ns,7.093 ns
90,I352_O016_D005_II1_M1_F1_IR1_R0,6,6,06:31:24,1,1,160985,62645,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-1.807,-346.573,0.039,0.000,5.549,51293,4.34,17495,0.74,47069,3.98,4224,0.71,00:16:22,06:56:30,00:01:59,00:00:23,00:01:15,00:08:35,00:00:14,00:00:00,00:00:11,00:00:00,00:00:12,00:00:32,06:41:46,00:00:19,00:00:05,00:16:44,00:00:17,Medium,NA,Unspecified*,2.513,3.036,0.5,28.0,97.0,NA,---,---,0,22118,527,22118,-346.573,0,21719,0.000,2.552,0,0.00,9235,1.56,,,,,17495,0.74,0,0.00,6.25 ns,7.093 ns
89,I352_O016_D005_II1_M1_F1_IR1_R1,6,6,06:48:32,1,1,160985,62645,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-1.842,-271.369,0.039,0.000,5.637,51708,4.37,17493,0.74,47484,4.02,4224,0.71,00:16:13,07:14:26,00:01:57,00:00:22,00:01:00,00:07:53,00:00:15,00:00:00,00:00:10,00:00:00,00:00:11,00:00:33,07:00:48,00:00:17,00:00:05,00:16:33,00:00:15,Medium,NA,Unspecified*,2.515,3.122,0.5,28.1,96.9,NA,---,---,0,22116,268,22116,-271.369,0,21717,0.000,2.552,0,0.00,9235,1.56,,,,,17493,0.74,0,0.00,6.25 ns,7.093 ns
179,I352_O016_D005_II4_M0_F1_IR0_R0,5,5,27:52:59,4,4,134568,10073,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.158,0.000,0.054,0.000,3.917,52924,4.48,10042,0.42,52924,4.48,0,0.00,00:14:40,00:25:08,00:02:01,00:00:23,00:00:06,00:07:24,00:00:14,00:00:00,00:00:10,00:00:00,00:00:18,00:00:32,00:12:44,00:00:17,00:00:05,00:15:00,00:00:15,Medium,NA,Unspecified*,2.490,1.427,0.5,27.1,97.9,NA,---,---,0,17614,0,17614,0.000,0,10042,0.000,2.850,0,0.00,609,0.10,0,0.00,0,0.00,10042,0.42,0,0.00,6.25 ns,7.101 ns
178,I352_O016_D005_II4_M0_F1_IR0_R0_ER1,5,5,N/A,4,4,134568,10073,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.127,0.000,0.044,0.000,4.042,56348,4.77,15675,0.66,56348,4.77,0,0.00,00:19:28,00:26:44,00:02:04,00:00:25,00:00:08,00:08:22,00:00:16,00:00:00,00:00:11,00:00:00,00:00:17,00:00:34,00:13:06,00:00:18,00:00:05,00:19:49,00:00:16,Medium,NA,Unspecified*,2.492,1.551,0.5,27.2,97.8,NA,---,---,0,20046,0,20046,0.000,0,15675,0.000,2.850,0,0.00,346,0.06,1,<0.01,0,0.00,15675,0.66,0,0.00,6.25 ns,7.101 ns
127,I352_O016_D005_II4_M0_F1_IR0_R1,5,5,27:54:07,4,4,134568,10073,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.158,0.000,0.054,0.000,3.917,52924,4.48,10042,0.42,52924,4.48,0,0.00,00:15:26,00:25:08,00:02:02,00:00:24,00:00:06,00:07:23,00:00:14,00:00:00,00:00:11,00:00:00,00:00:17,00:00:32,00:12:42,00:00:17,00:00:05,00:15:47,00:00:16,Medium,NA,Unspecified*,2.490,1.427,0.5,27.1,97.9,NA,---,---,0,17614,0,17614,0.000,0,10042,0.000,2.850,0,0.00,609,0.10,0,0.00,0,0.00,10042,0.42,0,0.00,6.25 ns,7.101 ns
126,I352_O016_D005_II4_M0_F1_IR0_R1_ER1,5,5,N/A,4,4,134568,10073,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.235,0.000,0.042,0.000,3.956,54017,4.57,15675,0.66,54017,4.57,0,0.00,00:16:25,00:26:07,00:02:04,00:00:25,00:00:08,00:08:11,00:00:15,00:00:00,00:00:11,00:00:00,00:00:17,00:00:33,00:12:43,00:00:18,00:00:06,00:16:47,00:00:16,Medium,NA,Unspecified*,2.490,1.465,0.5,27.2,97.8,NA,---,---,0,20046,0,20046,0.000,0,15675,0.000,2.850,0,0.00,427,0.07,1,<0.01,0,0.00,15675,0.66,0,0.00,6.25 ns,7.101 ns
177,I352_O016_D005_II4_M0_F1_IR1_R0,6,6,30:06:09,4,4,134568,22785,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.369,0.000,0.040,0.000,4.644,55101,4.66,22733,0.96,55101,4.66,0,0.00,00:17:31,00:25:12,00:02:02,00:00:24,00:00:08,00:07:38,00:00:14,00:00:00,00:00:10,00:00:00,00:00:18,00:00:35,00:12:22,00:00:19,00:00:05,00:17:53,00:00:17,Medium,NA,Unspecified*,2.500,2.144,0.5,27.5,97.5,NA,---,---,0,39806,0,39806,0.000,0,22733,0.000,2.850,0,0.00,771,0.13,6,<0.01,0,0.00,22733,0.96,0,0.00,6.25 ns,7.101 ns
125,I352_O016_D005_II4_M0_F1_IR1_R1,6,6,30:06:08,4,4,134568,22785,ap_clk,6.25 ns,7.101 ns,0.80 ns,-0.851,0.369,0.000,0.040,0.000,4.644,55101,4.66,22733,0.96,55101,4.66,0,0.00,00:18:09,00:25:36,00:02:03,00:00:24,00:00:08,00:07:42,00:00:16,00:00:00,00:00:11,00:00:00,00:00:19,00:00:37,00:12:35,00:00:19,00:00:05,00:18:31,00:00:17,Medium,NA,Unspecified*,2.500,2.144,0.5,27.5,97.5,NA,---,---,0,39806,0,39806,0.000,0,22733,0.000,2.850,0,0.00,771,0.13,6,<0.01,0,0.00,22733,0.96,0,0.00,6.25 ns,7.101 ns
30,I352_O016_D005_II4_M1_F1_IR0_R0,5,5,05:04:20,4,4,138504,11692,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-0.428,-27.928,0.056,0.000,4.074,47714,4.04,11601,0.49,47714,4.04,0,0.00,00:15:28,00:43:04,00:02:02,00:00:23,00:01:42,00:08:48,00:00:16,00:00:00,00:00:11,00:00:00,00:00:12,00:00:34,00:27:35,00:00:18,00:00:06,00:15:51,00:00:17,Medium,NA,Unspecified*,2.492,1.582,0.5,27.2,97.8,NA,---,---,0,16510,170,16510,-27.928,0,11601,0.000,2.850,0,0.00,9278,1.57,3848,1.30,0,0.00,11601,0.49,0,0.00,6.25 ns,7.093 ns
29,I352_O016_D005_II4_M1_F1_IR0_R0_ER1,5,5,N/A,4,4,138504,11692,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-0.628,-107.412,0.048,0.000,4.446,48141,4.07,17236,0.73,48141,4.07,0,0.00,00:16:22,00:49:01,00:02:13,00:00:23,00:01:04,00:09:24,00:00:15,00:00:00,00:00:11,00:00:00,00:00:12,00:00:33,00:33:21,00:00:19,00:00:05,00:16:45,00:00:18,Medium,NA,Unspecified*,2.497,1.949,0.5,27.4,97.6,NA,---,---,0,23160,336,23160,-107.412,0,17236,0.000,2.850,0,0.00,9245,1.56,3840,1.30,0,0.00,17236,0.73,0,0.00,6.25 ns,7.093 ns
28,I352_O016_D005_II4_M1_F1_IR0_R1,5,5,05:33:04,4,4,138504,11692,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-0.816,-78.232,0.056,0.000,4.072,48125,4.07,11600,0.49,48125,4.07,0,0.00,00:15:48,01:20:36,00:01:58,00:00:22,00:00:06,00:08:33,00:00:16,00:00:00,00:00:10,00:00:00,00:00:12,00:00:32,01:07:15,00:00:16,00:00:05,00:16:07,00:00:14,Medium,NA,Unspecified*,2.492,1.580,0.5,27.2,97.8,NA,---,---,0,16508,215,16508,-78.232,0,11600,0.000,2.850,0,0.00,9278,1.57,3848,1.30,0,0.00,11600,0.49,0,0.00,6.25 ns,7.093 ns
27,I352_O016_D005_II4_M1_F1_IR0_R1_ER1,5,5,N/A,4,4,138504,11692,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-0.997,-182.656,0.044,0.000,4.454,48648,4.11,17235,0.73,48648,4.11,0,0.00,00:16:33,01:13:16,00:02:00,00:00:23,00:01:06,00:08:49,00:00:15,00:00:00,00:00:11,00:00:00,00:00:12,00:00:34,00:58:33,00:00:16,00:00:06,00:16:54,00:00:15,Medium,NA,Unspecified*,2.497,1.956,0.5,27.4,97.6,NA,---,---,0,23158,329,23158,-182.656,0,17235,0.000,2.850,0,0.00,9237,1.56,3840,1.30,0,0.00,17235,0.73,0,0.00,6.25 ns,7.093 ns
88,I352_O016_D005_II4_M1_F1_IR1_R0,6,6,08:25:33,4,4,138504,17325,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-0.637,-91.679,0.044,0.000,4.385,46715,3.95,17234,0.73,46715,3.95,0,0.00,00:15:47,00:48:46,00:02:01,00:00:22,00:01:26,00:09:23,00:00:16,00:00:00,00:00:11,00:00:00,00:00:13,00:00:56,00:32:37,00:00:18,00:00:05,00:16:09,00:00:17,Medium,NA,Unspecified*,2.496,1.888,0.5,27.4,97.6,NA,---,---,0,28792,299,28792,-91.679,0,17234,0.000,2.850,0,0.00,9224,1.56,3842,1.30,0,0.00,17234,0.73,0,0.00,6.25 ns,7.093 ns
87,I352_O016_D005_II4_M1_F1_IR1_R1,6,6,05:09:59,4,4,138504,17325,ap_clk,6.25 ns,7.093 ns,0.80 ns,-0.843,-1.501,-204.940,0.041,0.000,4.396,47104,3.98,17233,0.73,47104,3.98,0,0.00,00:15:15,00:40:20,00:01:58,00:00:21,00:01:03,00:08:41,00:00:14,00:00:00,00:00:10,00:00:00,00:00:11,00:00:32,00:25:59,00:00:15,00:00:05,00:15:34,00:00:14,Medium,NA,Unspecified*,2.497,1.899,0.5,27.4,97.6,NA,---,---,0,28790,257,28790,-204.940,0,17233,0.000,2.850,0,0.00,9224,1.56,3842,1.30,0,0.00,17233,0.73,0,0.00,6.25 ns,7.093 ns
176,I352_O016_D006_II1_M0_F1_IR0_R0,6,6,15:39:41,1,1,134521,18392,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.621,0.000,0.048,0.000,6.278,52584,4.45,18335,0.78,52584,4.45,0,0.00,00:19:41,00:23:34,00:02:02,00:00:23,00:00:07,00:06:57,00:00:14,00:00:00,00:00:10,00:00:00,00:00:17,00:00:34,00:11:32,00:00:17,00:00:05,00:20:03,00:00:17,Medium,NA,Unspecified*,2.524,3.753,0.5,28.4,96.6,NA,---,---,0,12076,0,12076,0.000,0,18335,0.000,2.850,0,0.00,751,0.13,0,0.00,0,0.00,18335,0.78,0,0.00,6.25 ns,5.418 ns
175,I352_O016_D006_II1_M0_F1_IR0_R0_ER1,6,6,N/A,1,1,134521,18392,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.503,0.000,0.040,0.000,6.269,52301,4.42,23968,1.01,52301,4.42,0,0.00,00:19:23,00:24:22,00:02:04,00:00:26,00:00:08,00:07:02,00:00:15,00:00:00,00:00:11,00:00:00,00:00:18,00:00:34,00:12:04,00:00:18,00:00:05,00:19:45,00:00:17,Medium,NA,Unspecified*,2.524,3.745,0.5,28.4,96.6,NA,---,---,0,18733,0,18733,0.000,0,23968,0.000,2.850,0,0.00,764,0.13,6,<0.01,0,0.00,23968,1.01,0,0.00,6.25 ns,5.418 ns
124,I352_O016_D006_II1_M0_F1_IR0_R1,6,6,15:39:20,1,1,134521,18392,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.621,0.000,0.048,0.000,6.278,52584,4.45,18335,0.78,52584,4.45,0,0.00,00:19:22,00:23:36,00:02:04,00:00:25,00:00:07,00:06:50,00:00:14,00:00:00,00:00:12,00:00:00,00:00:18,00:00:35,00:11:32,00:00:17,00:00:05,00:19:43,00:00:16,Medium,NA,Unspecified*,2.524,3.753,0.5,28.4,96.6,NA,---,---,0,12076,0,12076,0.000,0,18335,0.000,2.850,0,0.00,751,0.13,0,0.00,0,0.00,18335,0.78,0,0.00,6.25 ns,5.418 ns
123,I352_O016_D006_II1_M0_F1_IR0_R1_ER1,6,6,N/A,1,1,134521,18392,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.512,0.000,0.043,0.000,6.328,52815,4.47,23968,1.01,52815,4.47,0,0.00,00:19:59,00:24:41,00:02:05,00:00:25,00:00:08,00:07:16,00:00:15,00:00:00,00:00:11,00:00:00,00:00:17,00:00:34,00:12:08,00:00:18,00:00:06,00:20:22,00:00:17,Medium,NA,Unspecified*,2.525,3.803,0.5,28.4,96.6,NA,---,---,0,18733,0,18733,0.000,0,23968,0.000,2.850,0,0.00,764,0.13,6,<0.01,0,0.00,23968,1.01,0,0.00,6.25 ns,5.418 ns
174,I352_O016_D006_II1_M0_F1_IR1_R0,7,7,17:32:25,1,1,134521,24026,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.394,0.000,0.043,0.000,6.441,53329,4.51,23969,1.01,53329,4.51,0,0.00,00:21:55,00:24:57,00:02:02,00:00:24,00:00:08,00:07:18,00:00:16,00:00:00,00:00:11,00:00:00,00:00:19,00:00:37,00:12:20,00:00:19,00:00:05,00:22:17,00:00:17,Medium,NA,Unspecified*,2.527,3.914,0.5,28.5,96.5,NA,---,---,0,24366,0,24366,0.000,0,23969,0.000,2.850,0,0.00,641,0.11,6,<0.01,0,0.00,23969,1.01,0,0.00,6.25 ns,5.418 ns
122,I352_O016_D006_II1_M0_F1_IR1_R1,7,7,17:28:36,1,1,134521,24026,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.394,0.000,0.043,0.000,6.441,53329,4.51,23969,1.01,53329,4.51,0,0.00,00:22:00,00:24:56,00:02:06,00:00:25,00:00:08,00:07:17,00:00:15,00:00:00,00:00:11,00:00:00,00:00:19,00:00:36,00:12:16,00:00:19,00:00:05,00:22:22,00:00:17,Medium,NA,Unspecified*,2.527,3.914,0.5,28.5,96.5,NA,---,---,0,24366,0,24366,0.000,0,23969,0.000,2.850,0,0.00,641,0.11,6,<0.01,0,0.00,23969,1.01,0,0.00,6.25 ns,5.418 ns
