Implementation,LUTs,FFs,Logic Levels,LL-1,LL+1,High Fanout,HF-1,HF+1,Cumulative Fanout,CF-1,CF+1,Routes,Routes-1,Routes+1,Requirement,Req-1,Req+1,Path Delay,PD-1,PD+1,Slack,Slack-1,Slack+1,Logic Delay,LD-1,LD+1,Net Delay,ND-1,ND+1
../syn/I016_O016_D004_BITONIC_TOPVHDL-freq320retfan10000,1389,632,7,3,0,3,18,1,17,23,1,7,3,1,3.125,3.125,0.000,2.689,1.347,0.501,0.301,1.647,inf,0.771(29%),0.396(30%),0.095(19%),1.918(71%),0.951(70%),0.406(81%)
../syn/I016_O016_D004_BUCKET-freq80retfan10000,48408,190,450,0,0,56,2,1,5698,2,1,451,1,0,12.500,12.500,12.500,104.315,0.559,0.549,-91.582,11.917,11.345,38.789(38%),0.096(18%),0.486(89%),65.526(62%),0.463(82%),0.063(11%)
../syn/I016_O016_D004_CSN_VHDL-freq160retfan10000,1155,657,5,0,0,24,1,1,37,1,1,6,0,1,6.250,6.250,0.000,3.378,0.554,0.315,2.801,5.617,inf,0.725(22%),0.486(88%),0.093(30%),2.653(78%),0.068(12%),0.222(70%)
../syn/I016_O016_D004_CSN_VHDL-freq160x320retfan10000,1159,657,7,2,0,2,2,1,15,5,1,7,2,1,6.250,6.250,0.000,3.154,0.852,0.495,2.937,5.270,inf,0.906(29%),0.469(56%),0.096(20%),2.248(71%),0.383(44%),0.399(80%)
../syn/I016_O016_D004_CSN_VHDL-freq280retfan10000,1168,657,6,0,0,26,1,1,40,1,1,7,0,1,3.572,3.572,0.000,3.072,0.554,0.322,0.437,2.939,inf,0.687(23%),0.486(88%),0.093(29%),2.385(77%),0.068(12%),0.229(71%)
../syn/I016_O016_D004_CSN_VHDL-freq280x320retfan10000,1158,657,7,0,0,20,1,1,35,1,1,7,0,1,3.572,3.572,0.000,2.937,0.554,0.378,0.475,2.939,inf,1.023(35%),0.486(88%),0.096(26%),1.914(65%),0.068(12%),0.282(74%)
../syn/I016_O016_D004_CSN_VHDL-freq320retfan10000,1158,657,6,0,0,29,1,1,44,1,1,6,0,1,3.125,3.125,0.000,2.548,0.554,0.584,0.429,2.502,inf,0.610(24%),0.486(88%),0.095(17%),1.938(76%),0.068(12%),0.489(83%)
../syn/I022_O022_D000_CSN_VHDL-freq160retfan10000,2023,0,26,0,0,35,3,1,215,3,1,26,1,1,6.250,0.000,0.000,7.795,0.845,0.424,-1.284,inf,inf,2.826(37%),0.096(12%),0.093(22%),4.969(63%),0.749(88%),0.331(78%)
../syn/I022_O022_D000_CSN_VHDL-freq280retfan10000,2713,0,27,0,0,34,3,1,296,3,1,27,1,1,3.572,0.000,0.000,7.739,1.782,0.787,-4.283,inf,inf,2.931(38%),0.094(6%),0.096(13%),4.808(62%),1.688(94%),0.691(87%)
../syn/I022_O022_D000_CSN_VHDL-freq280x320retfan10000,2806,0,29,0,0,36,3,1,284,3,1,29,1,1,3.572,0.000,0.000,6.694,0.857,0.605,-2.809,inf,inf,2.839(43%),0.095(12%),0.095(16%),3.855(57%),0.762(88%),0.510(84%)
../syn/I022_O022_D000_CSN_VHDL-freq280x400retfan10000,2881,0,27,0,0,36,4,1,267,4,1,27,1,1,3.572,0.000,0.000,6.388,0.677,0.706,-2.948,inf,inf,2.388(38%),0.098(15%),0.097(14%),4.000(62%),0.579(85%),0.609(86%)
../syn/I022_O022_D000_CSN_VHDL_DATAFMT012210-freq160retfan10000,2299,794,16,0,0,33,2,1,113,2,1,16,1,1,6.250,0.000,0.000,5.645,0.290,0.540,0.517,inf,inf,2.094(38%),0.096(34%),0.095(18%),3.551(62%),0.194(66%),0.445(82%)
../syn/I022_O022_D000_CSN_VHDL_DATAFMT012210-freq280retfan10000,2401,860,15,0,0,26,2,1,127,2,1,15,1,1,3.572,0.000,0.000,4.465,0.530,0.698,-0.969,inf,inf,1.348(31%),0.098(19%),0.096(14%),3.117(69%),0.432(81%),0.602(86%)
../syn/I022_O022_D000_CSN_VHDL_DATAFMT012210-freq280x320retfan10000,2305,823,12,5,0,48,16,1,141,43,1,12,6,1,3.572,3.572,3.572,3.840,2.572,0.915,-0.447,0.957,2.593,1.435(38%),0.745(29%),0.095(11%),2.405(62%),1.827(71%),0.820(89%)
../syn/I022_O022_D000_CSN_VHDL_DATAFMT012210-freq280x400retfan10000,2519,818,10,12,2,42,20,5,106,88,8,11,12,2,3.572,3.572,3.572,3.939,3.658,0.697,-0.500,-0.175,2.771,1.065(28%),1.301(36%),0.335(49%),2.874(72%),2.357(64%),0.362(51%)
../syn/I022_O022_D000_CSN_VHDL_PT1BIT-freq160retfan10000,1505,0,9,0,0,54,2,1,111,2,1,10,1,1,6.250,0.000,0.000,5.004,0.765,0.374,1.186,inf,inf,1.228(25%),0.097(13%),0.099(27%),3.776(75%),0.668(87%),0.275(73%)
../syn/I022_O022_D000_CSN_VHDL_PT1BIT-freq280retfan10000,1530,0,10,0,0,16,5,1,49,5,1,10,1,1,3.572,0.000,0.000,3.674,0.800,0.549,-0.252,inf,inf,1.184(33%),0.098(13%),0.096(18%),2.490(67%),0.702(87%),0.453(82%)
../syn/I022_O022_D000_CSN_VHDL_PT1BIT-freq280x320retfan10000,1579,0,9,0,0,32,4,1,127,4,1,9,1,1,3.572,0.000,0.000,3.635,0.646,0.859,-0.136,inf,inf,0.804(23%),0.093(15%),0.096(12%),2.831(77%),0.553(85%),0.763(88%)
../syn/I022_O022_D000_CSN_VHDL_PT1BIT-freq280x400retfan10000,1825,0,9,0,0,24,4,1,94,4,1,9,1,1,3.572,0.000,0.000,3.565,1.463,0.881,0.021,inf,inf,1.220(35%),0.097(7%),0.096(11%),2.345(65%),1.366(93%),0.785(89%)
../syn/I022_O022_D001_CSN_VHDL-freq160retfan10000,1863,372,19,0,12,10,2,36,70,2,141,19,1,12,6.250,0.000,6.250,5.727,1.315,4.273,0.394,inf,1.821,2.231(39%),0.096(8%),1.299(31%),3.496(61%),1.219(92%),2.974(69%)
../syn/I022_O022_D001_CSN_VHDL-freq280retfan10000,2020,457,19,0,11,11,2,24,78,2,115,19,1,11,3.572,0.000,3.572,4.093,0.778,3.477,-0.647,inf,-0.015,1.721(43%),0.093(12%),1.210(35%),2.372(57%),0.685(88%),2.267(65%)
../syn/I022_O022_D001_CSN_VHDL-freq280x320retfan10000,3531,526,17,0,9,20,3,31,106,3,57,18,1,9,3.572,0.000,3.572,3.823,0.940,3.807,-0.399,inf,-0.319,1.318(35%),0.093(10%),1.093(29%),2.505(65%),0.847(90%),2.714(71%)
../syn/I022_O022_D001_CSN_VHDL-freq280x400retfan10000,3598,492,10,1,0,22,18,1,54,26,1,10,2,1,3.572,3.572,0.000,3.832,1.343,0.649,-0.294,2.195,inf,0.997(27%),0.162(13%),0.093(15%),2.835(73%),1.181(87%),0.556(85%)
../syn/I022_O022_D001_CSN_VHDL_DATAFMT012210-freq160retfan10000,1867,987,15,13,13,16,9,38,88,50,151,15,13,13,6.250,6.250,6.250,4.751,4.218,3.934,1.402,1.932,2.218,1.713(37%),1.505(36%),1.553(40%),3.038(63%),2.713(64%),2.381(60%)
../syn/I022_O022_D001_CSN_VHDL_DATAFMT012210-freq280retfan10000,1952,1102,9,12,8,7,12,38,42,62,95,9,12,8,3.572,3.572,3.572,3.277,3.165,2.975,0.172,0.314,0.559,1.096(34%),1.000(32%),0.966(33%),2.181(66%),2.165(68%),2.009(67%)
../syn/I022_O022_D001_CSN_VHDL_DATAFMT012210-freq280x320retfan10000,2016,1150,6,6,0,18,8,1,30,31,1,6,7,1,3.572,3.572,0.000,3.148,2.057,1.484,0.320,1.407,inf,0.873(28%),0.753(37%),0.095(7%),2.275(72%),1.304(63%),1.389(93%)
../syn/I022_O022_D001_CSN_VHDL_DATAFMT012210-freq280x400retfan10000,2170,1198,12,0,9,11,2,15,52,2,52,12,1,9,3.572,0.000,3.572,3.256,0.564,2.534,0.200,inf,0.906,1.285(40%),0.093(17%),0.771(31%),1.971(60%),0.471(83%),1.763(69%)
../syn/I022_O022_D001_CSN_VHDL_PT1BIT-freq160retfan10000,1231,286,12,0,0,23,16,1,50,16,1,13,1,1,6.250,6.250,0.000,4.790,1.386,0.333,1.315,4.714,inf,1.200(26%),0.097(7%),0.096(29%),3.590(74%),1.289(93%),0.237(71%)
../syn/I022_O022_D001_CSN_VHDL_PT1BIT-freq280retfan10000,1388,382,8,2,0,4,35,1,22,47,1,8,2,1,3.572,3.572,0.000,3.358,1.647,0.758,0.109,1.823,inf,1.049(32%),0.364(23%),0.097(13%),2.309(68%),1.283(77%),0.661(87%)
../syn/I022_O022_D001_CSN_VHDL_PT1BIT-freq280x320retfan10000,2783,638,8,0,0,21,38,1,49,38,1,8,1,1,3.572,3.572,0.000,3.131,1.496,0.630,0.328,2.028,inf,0.963(31%),0.096(7%),0.096(16%),2.168(69%),1.400(93%),0.534(84%)
../syn/I022_O022_D001_CSN_VHDL_PT1BIT-freq280x400retfan10000,2774,738,7,1,0,14,51,1,28,72,1,7,2,1,3.572,3.572,0.000,3.157,1.313,0.471,0.300,2.183,inf,0.756(24%),0.212(17%),0.096(21%),2.401(76%),1.101(83%),0.375(79%)
../syn/I022_O022_D002_CSN_VHDL-freq160retfan10000,1701,732,10,0,0,4,1,1,28,1,1,11,1,1,6.250,6.250,0.000,5.069,0.229,0.596,1.113,6.002,inf,1.376(28%),0.093(41%),0.093(16%),3.693(72%),0.136(59%),0.503(84%)
../syn/I022_O022_D002_CSN_VHDL-freq280retfan10000,1960,855,10,0,0,8,21,1,31,21,1,10,1,1,3.572,3.572,0.000,3.400,1.116,0.697,0.013,2.342,inf,1.279(38%),0.094(9%),0.096(14%),2.121(62%),1.022(91%),0.601(86%)
../syn/I022_O022_D002_CSN_VHDL-freq280x320retfan10000,3187,878,8,9,7,6,9,32,40,35,53,9,10,7,3.572,3.572,3.572,3.344,2.451,3.127,0.136,0.997,0.322,1.198(36%),0.962(40%),0.828(27%),2.146(64%),1.489(60%),2.299(73%)
../syn/I022_O022_D002_CSN_VHDL-freq280x400retfan10000,4199,945,9,8,0,60,6,1,78,37,1,9,9,1,3.572,3.572,0.000,3.433,3.294,0.562,0.007,0.197,inf,1.170(35%),1.029(32%),0.094(17%),2.263(65%),2.265(68%),0.468(83%)
../syn/I022_O022_D002_CSN_VHDL_PT1BIT-freq160retfan10000,1197,576,12,0,0,23,1,1,49,1,1,12,1,1,6.250,6.250,0.000,4.604,0.292,0.419,1.590,5.918,inf,1.154(26%),0.096(33%),0.095(23%),3.450(74%),0.196(67%),0.324(77%)
../syn/I022_O022_D002_CSN_VHDL_PT1BIT-freq280retfan10000,1311,674,9,0,0,15,19,1,37,19,1,9,1,1,3.572,3.572,0.000,3.321,0.419,0.466,0.111,3.103,inf,1.203(37%),0.096(23%),0.096(21%),2.118(63%),0.323(77%),0.370(79%)
../syn/I022_O022_D002_CSN_VHDL_PT1BIT-freq280x320retfan10000,2724,697,9,0,0,15,20,1,44,20,1,9,1,1,3.572,3.572,0.000,3.390,1.055,0.505,0.067,2.451,inf,0.974(29%),0.095(10%),0.096(20%),2.416(71%),0.960(90%),0.409(80%)
../syn/I022_O022_D002_CSN_VHDL_PT1BIT-freq280x400retfan10000,3395,1014,7,0,0,56,18,1,74,18,1,7,1,1,3.572,3.572,0.000,3.139,1.331,0.421,0.301,2.194,inf,0.725(24%),0.096(8%),0.096(23%),2.414(76%),1.235(92%),0.325(77%)
../syn/I032_O016_D000-freq160retfan10000,19859,0,73,0,0,58,4,1,715,4,1,73,1,1,6.250,6.250,6.250,30.534,1.152,0.975,-24.303,4.989,5.128,9.001(30%),0.095(9%),0.096(10%),21.533(70%),1.057(91%),0.879(90%)
../syn/I032_O016_D000-freq160retfan16,23345,0,73,0,0,54,1,1,470,1,1,73,1,1,6.250,6.250,6.250,41.285,0.743,0.595,-35.023,5.494,5.306,8.399(21%),0.099(14%),0.096(17%),32.886(79%),0.644(86%),0.499(83%)
../syn/I032_O016_D000-freq320retfan10000,20469,0,75,0,0,59,4,1,658,4,1,75,1,1,3.125,3.125,3.125,39.071,0.474,0.492,-35.851,2.512,2.392,8.612(23%),0.093(20%),0.096(20%),30.459(77%),0.381(80%),0.396(80%)
../syn/I032_O016_D000-freq320retfan16,23715,0,73,0,0,53,1,1,497,1,1,73,1,1,3.125,3.125,3.125,46.064,0.551,0.731,-42.935,2.517,2.059,8.875(20%),0.098(18%),0.095(13%),37.189(80%),0.453(82%),0.636(87%)
../syn/I032_O016_D000-freq40retfan10000,20461,0,70,0,0,56,4,1,761,4,1,70,1,1,25.000,25.000,25.000,30.964,0.587,0.518,-5.873,24.324,24.168,8.173(27%),0.098(17%),0.095(19%),22.791(73%),0.489(83%),0.423(81%)
../syn/I032_O016_D000-freq40retfan16,22904,0,76,0,0,49,1,1,482,1,1,76,1,1,25.000,25.000,25.000,37.914,0.435,0.624,-12.670,24.501,24.005,9.330(25%),0.093(22%),0.096(16%),28.584(75%),0.342(78%),0.528(84%)
../syn/I032_O016_D000-freq80retfan10000,20555,0,73,0,0,69,3,1,735,3,1,73,1,1,12.500,12.500,12.500,32.183,1.400,0.571,-19.646,10.959,11.560,8.137(26%),0.096(7%),0.097(17%),24.046(74%),1.304(93%),0.474(83%)
../syn/I032_O016_D000-freq80retfan16,23453,0,77,0,0,52,1,1,470,1,1,77,1,1,12.500,12.500,12.500,35.386,0.973,0.355,-22.814,11.427,11.784,8.475(24%),0.096(10%),0.097(28%),26.911(76%),0.877(90%),0.258(72%)
../syn/I032_O016_D001-freq160retfan10000,19615,2118,37,0,38,51,4,50,328,4,351,37,1,38,6.250,6.250,6.250,17.169,0.858,16.761,-11.235,5.264,-10.534,4.532(27%),0.098(12%),4.585(28%),12.637(73%),0.760(88%),12.176(72%)
../syn/I032_O016_D001-freq160retfan16,21989,2357,41,0,38,40,1,16,264,1,194,41,1,38,6.250,6.250,6.250,21.852,2.134,18.607,-15.714,4.009,-12.519,4.723(22%),0.098(5%),4.565(25%),17.129(78%),2.036(95%),14.042(75%)
../syn/I032_O016_D001-freq320retfan10000,19367,2090,37,0,33,58,4,59,406,4,423,37,1,33,3.125,3.125,3.125,19.075,1.376,17.185,-15.557,1.691,-14.645,4.337(23%),0.096(7%),3.982(24%),14.738(77%),1.280(93%),13.203(76%)
../syn/I032_O016_D001-freq320retfan16,22366,2331,40,0,34,47,1,16,249,1,205,40,1,34,3.125,3.125,3.125,20.159,0.642,17.844,-16.664,2.374,-15.484,4.750(24%),0.097(16%),3.958(23%),15.409(76%),0.545(84%),13.886(77%)
../syn/I032_O016_D001-freq40retfan10000,19294,1650,71,0,5,64,4,16,633,4,21,71,1,5,25.000,25.000,25.000,34.027,3.032,4.726,-8.719,21.839,19.590,7.753(23%),0.099(4%),0.668(15%),26.274(77%),2.933(96%),4.058(85%)
../syn/I032_O016_D001-freq40retfan16,22333,1843,69,0,6,57,1,16,444,1,38,69,1,6,25.000,25.000,25.000,42.005,0.537,5.472,-16.785,24.348,19.066,8.487(21%),0.096(18%),0.775(15%),33.518(79%),0.441(82%),4.697(85%)
../syn/I032_O016_D001-freq80retfan10000,19816,2111,36,0,35,44,4,59,328,4,406,36,1,35,12.500,12.500,12.500,17.441,0.798,16.511,-5.000,11.581,-4.116,4.206(25%),0.099(13%),3.623(22%),13.235(75%),0.699(87%),12.888(78%)
../syn/I032_O016_D001-freq80retfan16,21761,2415,38,38,0,16,42,1,200,272,1,38,38,1,12.500,12.500,12.500,20.238,18.980,0.524,-7.782,-6.465,11.605,4.236(21%),3.975(21%),0.096(19%),16.002(79%),15.005(79%),0.428(81%)
../syn/I032_O016_D002-freq160retfan10000,19715,3126,35,0,36,56,2,61,372,2,451,35,1,36,6.250,6.250,6.250,18.578,0.940,18.420,-12.457,5.210,-12.415,4.261(23%),0.099(11%),4.658(26%),14.317(77%),0.841(89%),13.762(74%)
../syn/I032_O016_D002-freq160retfan16,21428,3590,36,0,33,44,1,15,252,1,213,36,1,33,6.250,6.250,6.250,20.511,0.579,20.008,-14.322,5.641,-13.786,4.647(23%),0.099(18%),4.202(22%),15.864(77%),0.480(82%),15.806(78%)
../syn/I032_O016_D002-freq320retfan10000,19751,3050,34,0,38,52,4,45,359,4,271,35,1,38,3.125,3.125,3.125,17.952,1.162,16.831,-14.543,1.911,-14.008,4.558(26%),0.097(9%),4.618(28%),13.394(74%),1.065(91%),12.213(72%)
../syn/I032_O016_D002-freq320retfan16,22768,3418,36,0,38,49,1,16,232,1,207,36,1,38,3.125,3.125,3.125,17.523,0.509,16.587,-14.581,2.418,-13.591,3.894(23%),0.096(19%),4.029(25%),13.629(77%),0.413(81%),12.558(75%)
../syn/I032_O016_D002-freq40retfan10000,18022,1909,64,0,4,59,4,16,664,4,21,64,1,4,25.000,25.000,25.000,32.465,0.929,3.738,-7.655,24.014,21.210,7.807(25%),0.097(11%),0.414(12%),24.658(75%),0.832(89%),3.324(88%)
../syn/I032_O016_D002-freq40retfan16,21434,2316,66,0,9,50,1,16,436,1,51,66,1,9,25.000,25.000,25.000,37.327,1.742,7.374,-12.351,22.946,17.495,7.862(22%),0.095(6%),0.949(13%),29.465(78%),1.647(94%),6.425(87%)
../syn/I032_O016_D002-freq80retfan10000,19473,2989,35,0,33,47,4,61,322,4,296,36,1,33,12.500,12.500,12.500,16.440,0.836,16.173,-4.079,11.554,-3.856,3.630(23%),0.099(12%),3.943(25%),12.810(77%),0.737(88%),12.230(75%)
../syn/I032_O016_D002-freq80retfan16,21247,3215,33,0,32,43,1,15,235,1,188,33,1,32,12.500,12.500,12.500,22.520,0.777,17.356,-9.749,11.516,-5.444,3.402(16%),0.094(13%),3.724(22%),19.118(84%),0.683(87%),13.632(78%)
../syn/I032_O016_D003-freq160retfan10000,20028,3041,37,38,0,69,58,1,440,357,1,37,39,1,6.250,6.250,6.250,21.389,19.701,0.406,-15.033,-13.612,5.537,4.199(20%),4.474(23%),0.097(24%),17.190(80%),15.227(77%),0.309(76%)
../syn/I032_O016_D003-freq160retfan16,21756,3156,38,0,31,41,1,15,247,1,171,38,1,31,6.250,6.250,6.250,17.535,0.452,16.488,-11.284,5.548,-10.586,4.258(25%),0.096(22%),3.755(23%),13.277(75%),0.356(78%),12.733(77%)
../syn/I032_O016_D003-freq320retfan16,21892,3197,33,29,0,16,48,1,195,227,1,33,30,1,3.125,3.125,3.125,21.924,17.952,0.512,-18.710,-15.007,2.256,4.000(19%),2.975(17%),0.096(19%),17.924(81%),14.977(83%),0.416(81%)
../syn/I032_O016_D003-freq80retfan10000,19818,2922,34,0,36,43,4,58,339,4,270,34,1,36,12.500,12.500,12.500,16.305,0.473,16.034,-3.917,11.892,-3.403,3.806(24%),0.099(21%),4.189(27%),12.499(76%),0.374(79%),11.845(73%)
../syn/I032_O016_D003-freq80retfan16,21977,3365,40,0,28,39,1,15,255,1,161,40,1,28,12.500,12.500,12.500,18.315,0.690,14.460,-5.944,11.667,-2.165,4.670(26%),0.098(15%),3.606(25%),13.645(74%),0.592(85%),10.854(75%)
../syn/I032_O032_D000_BITONIC_SEL_TOPVHDL_PT1BIT-freq280x400retfan10000,1720,0,10,0,0,16,3,1,70,3,1,10,1,1,3.572,0.000,0.000,3.677,0.607,0.436,-0.214,inf,inf,1.151(32%),0.096(16%),0.096(23%),2.526(68%),0.511(84%),0.340(77%)
../syn/I032_O032_D000_BITONIC_TOPVHDL-freq280x400retfan10000,5808,0,37,0,0,40,2,1,392,2,1,37,1,1,3.572,0.000,0.000,9.885,0.700,0.558,-6.434,inf,inf,3.734(38%),0.093(14%),0.097(18%),6.151(62%),0.607(86%),0.461(82%)
../syn/I032_O032_D000_BITONIC_TOPVHDL_PT1BIT-freq280x400retfan10000,3861,0,13,0,0,4,2,1,32,2,1,13,1,1,3.572,0.000,0.000,4.317,0.719,0.962,-0.863,inf,inf,1.796(42%),0.094(14%),0.096(10%),2.521(58%),0.625(86%),0.866(90%)
../syn/I064_O064_D000_BITONIC_SEL_TOPVHDL_PT1BIT-freq280x400retfan10000,5271,0,14,0,0,24,4,1,113,4,1,14,1,1,3.572,0.000,0.000,6.112,0.724,0.522,-2.648,inf,inf,1.807(30%),0.093(13%),0.093(18%),4.305(70%),0.631(87%),0.429(82%)
../syn/I064_O064_D000_BITONIC_TOPVHDL-freq280x400retfan10000,16135,0,43,0,0,18,2,1,318,2,1,43,1,1,3.572,0.000,0.000,13.899,0.488,0.967,-10.277,inf,inf,5.232(38%),0.098(21%),0.097(11%),8.667(62%),0.390(79%),0.870(89%)
../syn/I064_O064_D000_BITONIC_TOPVHDL_PT1BIT-freq280x400retfan10000,10598,0,17,0,0,24,4,1,115,4,1,17,1,1,3.572,0.000,0.000,6.590,0.697,0.630,-3.068,inf,inf,1.843(28%),0.093(14%),0.096(16%),4.747(72%),0.604(86%),0.534(84%)
../syn/I128_O128_D000_BITONIC_SEL_TOPVHDL_PT1BIT-freq280x400retfan10000,15788,0,25,0,0,17,3,1,104,3,1,25,1,1,3.572,0.000,0.000,9.977,0.440,0.504,-6.469,inf,inf,2.737(28%),0.096(22%),0.096(20%),7.240(72%),0.344(78%),0.408(80%)
../syn/I128_O128_D000_BITONIC_TOPVHDL-freq280x400retfan10000,43225,0,62,0,0,30,2,1,509,2,1,62,1,1,3.572,0.000,0.000,21.448,0.449,0.641,-18.005,inf,inf,6.717(32%),0.099(23%),0.096(15%),14.731(68%),0.350(77%),0.545(85%)
../syn/I128_O128_D000_BITONIC_TOPVHDL_PT1BIT-freq280x400retfan10000,27663,0,27,0,0,27,3,1,105,3,1,27,1,1,3.572,0.000,0.000,13.168,1.067,0.793,-9.902,inf,inf,3.077(24%),0.098(10%),0.096(13%),10.091(76%),0.969(90%),0.697(87%)
../syn/I256_O256_D000_BITONIC_TOPVHDL-freq280x400retfan10000,111197,0,83,0,0,43,2,1,836,2,1,83,1,1,3.572,0.000,0.000,37.434,0.537,1.705,-33.915,inf,inf,10.536(29%),0.096(18%),0.095(6%),26.898(71%),0.441(82%),1.610(94%)
../syn/I256_O256_D000_BITONIC_TOPVHDL-freq280x400retfan10000-bkp,108343,0,84,0,0,40,2,1,760,2,1,84,1,1,3.572,0.000,0.000,33.066,0.442,1.327,-29.703,inf,inf,10.582(33%),0.096(22%),0.096(8%),22.484(67%),0.346(78%),1.231(92%)
../syn/I256_O256_D000_BITONIC_TOPVHDL_PT1BIT-freq280x400retfan10000,71640,0,33,0,0,41,3,1,133,3,1,33,1,1,3.572,0.000,0.000,18.815,0.285,0.402,-15.276,inf,inf,4.109(22%),0.097(35%),0.096(24%),14.706(78%),0.188(65%),0.306(76%)
../syn/prj_I016_O016_D000,5911,0,47,0,0,42,4,1,416,4,1,47,1,1,6.250,6.250,6.250,19.215,1.435,0.482,-12.884,4.646,5.411,5.319(28%),0.094(7%),0.096(20%),13.896(72%),1.341(93%),0.386(80%)
